                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      677                  1.3999999999999999E+000                  2.0000000000000000E-002                  4.1408986761007136E+003                  6.9014978768345213E+002                  4.7628235124476578E+003                  3.7527980569684631E+000                  2.8451278088904148E+000                 -4.8845125379525562E+000                  6.9999999999644524E-001                  2.9797638806052299E-005                  2.7997020236474890E-001                  3.4468833607860776E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  2.0850244238750362E-003                  1.3999999999999997E+000                  0.0000000000000000E+000                  9.7999999999961551E-001                  4.1716689736003174E-005                  3.9195828331064841E-001                  4.8256367051005148E-003                  1.4144798373070490E-003                  1.3132738703209353E-002                  2.9190341934250499E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0592491590318721E+004                  4.3229479246734083E+006                  3.7305497891110334E+009                  3.3017410653554712E-006                  3.3017410653554716E-006                  0.0000000000000000E+000                  1.3210569408732431E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3067682406091589E+011                                "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               luminosity 
                                       1                  1.3999999999999997E+000                  4.5410178055502326E-001                  3.6778915279836113E+000                 -7.0512587200638457E+000                  4.4301735173607133E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3038225086999958E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569684631E+000 
                                       2                  1.3999999999985999E+000                  4.5410164095163186E-001                  3.6779523782418093E+000                 -7.0508335018778450E+000                  4.4306598006285904E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3051000742071125E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569641022E+000 
                                       3                  1.3999999999968500E+000                  4.5410146661797579E-001                  3.6780200309655062E+000                 -7.0503617164068322E+000                  4.4311994783978008E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3065190160906739E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569641013E+000 
                                       4                  1.3999999999950998E+000                  4.5410129247339126E-001                  3.6781215671949741E+000                 -7.0496553508597559E+000                  4.4320077409900449E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3086463659036227E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569641004E+000 
                                       5                  1.3999999999916000E+000                  4.5410094474961593E-001                  3.6783248755278644E+000                 -7.0482473548356239E+000                  4.4336197725209709E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3128971456973357E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569640991E+000 
                                       6                  1.3999999999845998E+000                  4.5410025155058209E-001                  3.6788003196327814E+000                 -7.0449861991595686E+000                  4.4373580955111933E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3227957764245678E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569640951E+000 
                                       7                  1.3999999999670998E+000                  4.5409853150315871E-001                  3.6794836812345983E+000                 -7.0403867683859920E+000                  4.4426434301979256E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3368834954806713E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569640844E+000 
                                       8                  1.3999999999495998E+000                  4.5409682955580233E-001                  3.6805142096123804E+000                 -7.0336117987054685E+000                  4.4504528721488317E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3579084953499405E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569640733E+000 
                                       9                  1.3999999999145998E+000                  4.5409347829112645E-001                  3.6825974040653247E+000                 -7.0204930597191524E+000                  4.4656631517051286E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  1.3995651200283437E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7527980569640480E+000 
