                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     178                                      790                  1.3999999999999999E+000                  2.0000000000000000E-002                  3.4270233173941985E+007                  3.7649807142428500E+006                  6.7049259329798788E+003                  3.5709874850467269E+000                  1.4004233891628086E+000                 -2.0813945972313124E+000                  6.9645904920727475E-001                  1.2864701952722745E-005                  2.8295990085659195E-001                  2.2169831535977310E-005                  5.0240443365859094E-003                  9.3597248129279921E-003                  2.0850244238750366E-003                  1.3999999999999997E+000                  0.0000000000000000E+000                  9.7926507808898267E-001                  1.0134383548703488E-004                  3.9249023474799111E-001                  3.9644347344238899E-003                  2.4205478094504978E-003                  1.3131216029280895E-002                  2.9190341934250482E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4017871412261367E+004                  9.2297363593756240E+006                  3.9204841962129712E+009                  3.5458847058113103E+000                  3.5458847058113099E+000                  3.6896775197213458E-042                  1.0332681562216722E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0814863104099916E+015                                "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               luminosity 
                                       1                  1.3999999999999997E+000                  1.4625935552024333E-001                  3.8269986158771543E+000                 -7.3171337086398589E+000                  4.3146831790919364E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.0676949156208819E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467269E+000 
                                       2                  1.3999999999985999E+000                  1.4625719627851561E-001                  3.8283744110380264E+000                 -7.3078497454000217E+000                  4.3253650840185420E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.2204411082234772E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467127E+000 
                                       3                  1.3999999999968500E+000                  1.4625455426816059E-001                  3.8299496737119987E+000                 -7.2978831024095792E+000                  4.3369339157725149E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.3880957294151290E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467127E+000 
                                       4                  1.3999999999950998E+000                  1.4625197215239594E-001                  3.8323823887658750E+000                 -7.2835648940072337E+000                  4.3537294827823247E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.6357876344273759E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467127E+000 
                                       5                  1.3999999999916000E+000                  1.4624697527303071E-001                  3.8358318990572857E+000                 -7.2656546983422290E+000                  4.3751595522965685E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.9573417622674420E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467132E+000 
                                       6                  1.3999999999880999E+000                  1.4624218011022386E-001                  3.8394996347261587E+000                 -7.2489831708267376E+000                  4.3955825859225710E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  8.2688156943680489E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467132E+000 
                                       7                  1.3999999999845998E+000                  1.4623756538396052E-001                  3.8438939328441037E+000                 -7.2316061710881554E+000                  4.4174668356124531E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  8.6064553940665817E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467132E+000 
                                       8                  1.3999999999802251E+000                  1.4623202303083066E-001                  3.8478791997366528E+000                 -7.2182758883053895E+000                  4.4348982075402592E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  8.8747828650299654E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467136E+000 
                                       9                  1.3999999999780373E+000                  1.4622933554452658E-001                  3.8506492875595955E+000                 -7.2098897658612078E+000                  4.4461424518623955E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  9.0478596067876058E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467136E+000 
                                      10                  1.3999999999758499E+000                  1.4622669940664032E-001                  3.8549955084010632E+000                 -7.1980485223701072E+000                  4.4624815072465909E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  9.2980086219078121E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467145E+000 
                                      11                  1.3999999999714750E+000                  1.4622156880229284E-001                  3.8614242906131473E+000                 -7.1838642446089827E+000                  4.4833535273164840E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  9.6067764882836051E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467145E+000 
                                      12                  1.3999999999670998E+000                  1.4621660288603069E-001                  3.8686411742893272E+000                 -7.1715112977252975E+000                  4.5032691669778062E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  9.8840218441818381E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467145E+000 
                                      13                  1.3999999999627251E+000                  1.4621177606568928E-001                  3.8769086562461932E+000                 -7.1612164844145729E+000                  4.5223122588497944E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0121178773575582E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467149E+000 
                                      14                  1.3999999999583501E+000                  1.4620706216279433E-001                  3.8841809333834689E+000                 -7.1552463428938289E+000                  4.5360664664009134E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0261308658727889E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467149E+000 
                                      15                  1.3999999999561628E+000                  1.4620473733358766E-001                  3.8894588084618644E+000                 -7.1520209551501424E+000                  4.5449999381276109E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0337819885038699E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467158E+000 
                                      16                  1.3999999999539752E+000                  1.4620242966938066E-001                  3.8981851818032220E+000                 -7.1485201630933650E+000                  4.5580650385120398E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0421509987706561E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467158E+000 
                                      17                  1.3999999999496000E+000                  1.4619785128610457E-001                  3.9091706696059298E+000                 -7.1481510287383934E+000                  4.5707490736964562E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0430373927425961E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467163E+000 
                                      18                  1.3999999999474126E+000                  1.4619556398512851E-001                  3.9172573469946945E+000                 -7.1491900875887691E+000                  4.5790040290821814E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0405442481128748E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467167E+000 
                                      19                  1.3999999999452251E+000                  1.4619327116891523E-001                  3.9259040659626590E+000                 -7.1512816226941753E+000                  4.5871051683037134E+000                  6.9999999904890575E-001                  2.8000000095109434E-001                  1.9999999999999907E-002                  1.0355438232652285E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5709874850467167E+000 
