                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                      676                  1.3999999999999999E+000                  2.0000000000000000E-002                  1.0000000000000001E-005                  1.0000000000000001E-005                  4.7628334953237872E+003                  3.7654049730219739E+000                  2.8498907279814483E+000                 -4.8872798716618098E+000                  7.0000000000000007E-001                  2.9797635251138038E-005                  2.7997020236474895E-001                  3.4468833607860798E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  2.0850244238750366E-003                  1.3999999999999997E+000                  0.0000000000000000E+000                  9.7999999999999998E-001                  4.1716689351593256E-005                  3.9195828331064841E-001                  4.8256367051005156E-003                  1.4144798373070490E-003                  1.3132738703209353E-002                  2.9190341934250499E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0694465732864410E+004                  4.3012737074818639E+006                  3.7180595713624177E+009                  3.2481646428043179E-006                  3.2481646428043187E-006                  0.0000000000000000E+000                  1.2996199327626682E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1557600000000002E+002                                "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               luminosity 
                                       1                  1.3999999999999997E+000                  4.5482820837887233E-001                  3.6778923077383974E+000                 -7.0520650457121992E+000                  4.4293687793263210E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3014033418053714E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654049730219739E+000 
                                       2                  1.3999999999985999E+000                  4.5482806921611835E-001                  3.6779528641885824E+000                 -7.0516418777578869E+000                  4.4298527171025341E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3026723850510285E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654049952977178E+000 
                                       3                  1.3999999999968500E+000                  4.5482789543190372E-001                  3.6780201900413276E+000                 -7.0511723637667911E+000                  4.4303897948974873E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3040818644247586E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654050130407799E+000 
                                       4                  1.3999999999950998E+000                  4.5482772183525777E-001                  3.6781212353851340E+000                 -7.0504693927974120E+000                  4.4311941695747459E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3061950327736894E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654050307614049E+000 
                                       5                  1.3999999999916000E+000                  4.5482737520286970E-001                  3.6783235595621844E+000                 -7.0490681404118485E+000                  4.4327984683450357E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3104174950355716E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654050661575620E+000 
                                       6                  1.3999999999845998E+000                  4.5482668416883282E-001                  3.6787966966150067E+000                 -7.0458224886968468E+000                  4.4365189684361628E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3202502813689180E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654051367532286E+000 
                                       7                  1.3999999999670998E+000                  4.5482496943228318E-001                  3.6794767208251957E+000                 -7.0412446422403088E+000                  4.4417793635296734E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3342445546267793E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654053121045026E+000 
                                       8                  1.3999999999495998E+000                  4.5482327265564920E-001                  3.6805021884721572E+000                 -7.0345008853464011E+000                  4.4495525037218835E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3551306208205947E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654054858215913E+000 
                                       9                  1.3999999999145998E+000                  4.5481993133256310E-001                  3.6825750439388574E+000                 -7.0214406133854244E+000                  4.4646939160630996E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.3965139413095530E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7654058284724972E+000 
